"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MSCI EAFE  - ICE FUTURES U.S.",240109,2024-01-09,244041,ICUS,01,244 ,  426275,   38019,  251313,     975,  298537,   73727,   28116,   29412,   16427,    1607,   13592,   44242,     622,  410880,  417029,   15395,    9246,   -6408,    -539,    2053,    -258,   -3550,     919,     -60,    -914,   -5492,    -174,    -800,   -4579,      29,   -6266,   -7562,    -142,    1154,  100.0,    8.9,   59.0,    0.2,   70.0,   17.3,    6.6,    6.9,    3.9,    0.4,    3.2,   10.4,    0.1,   96.4,   97.8,    3.6,    2.2,    194,     11,     17,      5,     81,     38,     33,     24,     15,      8,      6,.,.,    143,     98,    24.5,    40.4,    38.2,    62.8,    23.1,    40.4,    36.4,    62.8,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EAFE  - ICE FUTURES U.S.",240102,2024-01-02,244041,ICUS,01,244 ,  432683,   38558,  249260,    1233,  302087,   72808,   28176,   30326,   21919,    1781,   14392,   48821,     593,  417146,  424591,   15537,    8092,   13614,    1432,    6394,     -87,    4183,    9913,   -1467,    6319,    -878,     876,      30,   -1754,       0,   11286,   12997,    2328,     617,  100.0,    8.9,   57.6,    0.3,   69.8,   16.8,    6.5,    7.0,    5.1,    0.4,    3.3,   11.3,    0.1,   96.4,   98.1,    3.6,    1.9,    194,     11,     18,      5,     82,     37,     34,     23,     16,      8,      5,.,.,    141,    101,    25.6,    40.9,    39.1,    62.4,    24.3,    40.9,    37.4,    62.3,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",240213,2024-02-13,244042,ICUS,01,244 , 1043817,  101963,  308441,   12780,  620170,  386400,  108089,  105795,  147560,    7422,   56405,   56962,    2833, 1015457, 1030487,   28360,   13330,    4307,    -537,    1529,    1215,   -1094,   -9911,    2311,    -590,    4368,    1754,     767,    3237,    -209,    3617,    4294,     690,      13,  100.0,    9.8,   29.5,    1.2,   59.4,   37.0,   10.4,   10.1,   14.1,    0.7,    5.4,    5.5,    0.3,   97.3,   98.7,    2.7,    1.3,    393,     26,     19,      8,    150,     73,     83,     49,     41,     24,     25,     10,      7,    302,    213,    15.3,    28.0,    24.6,    41.8,    14.7,    27.1,    23.0,    39.4,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",240206,2024-02-06,244042,ICUS,01,244 , 1039510,  102500,  306912,   11565,  621264,  396311,  105778,  106385,  143192,    5668,   55638,   53725,    3042, 1011840, 1026193,   27670,   13317,    4317,     823,   -1762,     830,   13099,   14666,  -11213,    1769,  -10366,   -1608,     621,   13954,    -230,    4091,    4271,     226,      46,  100.0,    9.9,   29.5,    1.1,   59.8,   38.1,   10.2,   10.2,   13.8,    0.5,    5.4,    5.2,    0.3,   97.3,   98.7,    2.7,    1.3,    390,     27,     18,      8,    150,     70,     78,     53,     38,     26,     23,     11,      8,    303,    207,    15.6,    28.2,    24.9,    41.7,    14.9,    27.4,    23.1,    39.6,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",240130,2024-01-30,244042,ICUS,01,244 , 1035193,  101677,  308674,   10735,  608165,  381645,  116991,  104616,  153558,    7276,   55017,   39771,    3272, 1007749, 1021922,   27444,   13271,    5305,   -3411,  -10721,    1400,   19023,    6561,   -5507,     802,    -466,     947,    -452,   13113,      85,   12887,    5412,   -7582,    -107,  100.0,    9.8,   29.8,    1.0,   58.7,   36.9,   11.3,   10.1,   14.8,    0.7,    5.3,    3.8,    0.3,   97.3,   98.7,    2.7,    1.3,    396,     27,     19,      9,    156,     68,     76,     51,     39,     23,     26,     10,      8,    303,    209,    16.4,    28.3,    25.0,    42.1,    15.4,    27.5,    23.3,    39.8,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",240123,2024-01-23,244042,ICUS,01,244 , 1029888,  105088,  319395,    9335,  589142,  375084,  122498,  103814,  154024,    6329,   55469,   26658,    3187,  994862, 1016510,   35026,   13378,   -7166,    2428,  -44934,     299,   -3699,   14561,     121,   -5606,   18915,   -2402,   -1809,    4327,    1116,   -9552,   -7997,    2386,     831,  100.0,   10.2,   31.0,    0.9,   57.2,   36.4,   11.9,   10.1,   15.0,    0.6,    5.4,    2.6,    0.3,   96.6,   98.7,    3.4,    1.3,    391,     26,     20,      9,    152,     68,     72,     52,     35,     23,     27,     11,      8,    302,    201,    16.0,    29.9,    25.1,    43.6,    15.1,    29.0,    23.4,    40.9,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",240116,2024-01-16,244042,ICUS,01,244 , 1037054,  102660,  364329,    9036,  592841,  360523,  122377,  109420,  135109,    8731,   57278,   22331,    2071, 1004414, 1024507,   32640,   12547,  -28284,    1510,  -62333,    -339,  -22205,   60900,   10174,    3159,  -10449,     386,  -19602,  -25836,     -65,  -26982,  -27562,   -1302,    -722,  100.0,    9.9,   35.1,    0.9,   57.2,   34.8,   11.8,   10.6,   13.0,    0.8,    5.5,    2.2,    0.2,   96.9,   98.8,    3.1,    1.2,    392,     27,     19,      8,    154,     63,     72,     57,     33,     23,     30,      9,      8,    310,    193,    15.5,    31.0,    24.1,    45.5,    14.6,    30.1,    22.6,    43.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",240109,2024-01-09,244042,ICUS,01,244 , 1065338,  101150,  426662,    9375,  615046,  299623,  112203,  106261,  145558,    8345,   76880,   48167,    2136, 1031396, 1052069,   33942,   13269,  -20620,   -1672,    -233,    -220,  -18613,   -4800,     -60,   -1968,   -8593,   -1942,     303,   -9513,      64,  -24108,  -25297,    3488,    4677,  100.0,    9.5,   40.0,    0.9,   57.7,   28.1,   10.5,   10.0,   13.7,    0.8,    7.2,    4.5,    0.2,   96.8,   98.8,    3.2,    1.2,    385,     27,     19,      8,    159,     54,     72,     54,     31,     23,     30,     11,      9,    309,    188,    16.8,    32.1,    24.8,    49.4,    15.9,    31.2,    23.5,    47.1,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"MSCI EM INDEX - ICE FUTURES U.S.",240102,2024-01-02,244042,ICUS,01,244 , 1085958,  102822,  426895,    9595,  633659,  304423,  112263,  108229,  154151,   10287,   76577,   57680,    2072, 1055504, 1077366,   30454,    8592,   10050,     963,    5782,   -1602,    7943,   -7253,    2323,     243,    7406,    -547,    -566,    6971,     -24,    8733,   13056,    1317,   -3006,  100.0,    9.5,   39.3,    0.9,   58.4,   28.0,   10.3,   10.0,   14.2,    0.9,    7.1,    5.3,    0.2,   97.2,   99.2,    2.8,    0.8,    394,     27,     19,      8,    163,     56,     73,     58,     32,     24,     29,     10,      9,    317,    191,    16.7,    31.1,    24.5,    48.5,    15.8,    30.3,    23.2,    47.0,"(MSCI Emerging Markets Index x $50)","244042","ICUS","244 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,33874A,CME ,00,138 ,   38902,    5147,    6481,     129,   21972,   22150,    2303,    1515,    2724,       3,       0,     394,       0,   31069,   34184,    7833,    4718,    1164,     -33,      72,      -2,    1210,     961,    -260,     434,      64,    -213,       0,     -10,       0,    1136,     612,      28,     552,  100.0,   13.2,   16.7,    0.3,   56.5,   56.9,    5.9,    3.9,    7.0,    0.0,    0.0,    1.0,    0.0,   79.9,   87.9,   20.1,   12.1,     68,      7,      5,.,     32,     15,     12,.,      5,.,      0,.,      0,     49,     33,    21.6,    47.7,    32.2,    61.9,    21.5,    47.3,    32.2,    59.5,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,33874A,CME ,00,138 ,   37738,    5180,    6409,     131,   20762,   21189,    2563,    1081,    2660,     216,       0,     404,       0,   29933,   33572,    7805,    4166,   -3440,     217,   -3391,      -4,   -2833,    -193,     393,    -777,   -1353,     201,       0,     404,       0,   -2803,   -3943,    -637,     503,  100.0,   13.7,   17.0,    0.3,   55.0,   56.1,    6.8,    2.9,    7.0,    0.6,    0.0,    1.1,    0.0,   79.3,   89.0,   20.7,   11.0,     67,      7,      4,.,     31,     15,     11,.,      6,.,      0,.,      0,     49,     32,    21.3,    49.1,    32.7,    62.6,    21.2,    48.6,    32.7,    60.6,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,33874A,CME ,00,138 ,   41178,    4963,    9800,     135,   23595,   21382,    2170,    1858,    4013,      15,       0,       0,       0,   32736,   37515,    8442,    3663,    -113,     119,      59,      16,   -1659,    -945,     211,     351,    1136,      12,       0,    -251,       0,    -950,     238,     837,    -351,  100.0,   12.1,   23.8,    0.3,   57.3,   51.9,    5.3,    4.5,    9.7,    0.0,    0.0,    0.0,    0.0,   79.5,   91.1,   20.5,    8.9,     69,      7,      5,.,     31,     14,     10,      5,      7,.,      0,      0,      0,     49,     33,    21.9,    48.9,    33.8,    62.9,    21.9,    48.6,    33.8,    62.6,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,33874A,CME ,00,138 ,   41291,    4844,    9741,     119,   25254,   22327,    1959,    1507,    2877,       3,       0,     251,       0,   33686,   37277,    7605,    4014,    -612,     121,    -675,      -2,     563,     489,    -141,    -754,     588,     -64,       0,     -14,       0,    -277,     181,    -335,    -793,  100.0,   11.7,   23.6,    0.3,   61.2,   54.1,    4.7,    3.6,    7.0,    0.0,    0.0,    0.6,    0.0,   81.6,   90.3,   18.4,    9.7,     70,      6,      5,.,     33,     15,     11,      5,      5,.,      0,.,      0,     51,     32,    24.6,    49.0,    36.5,    63.4,    24.6,    48.6,    36.5,    63.1,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,33874A,CME ,00,138 ,   41903,    4723,   10416,     121,   24691,   21838,    2100,    2261,    2289,      67,       0,     265,       0,   33963,   37096,    7940,    4807,     169,     337,    -643,      -1,    -264,     869,      93,     140,    -993,      64,       0,     -10,       0,     369,    -621,    -200,     790,  100.0,   11.3,   24.9,    0.3,   58.9,   52.1,    5.0,    5.4,    5.5,    0.2,    0.0,    0.6,    0.0,   81.1,   88.5,   18.9,   11.5,     68,      6,      5,.,     33,     13,     10,      7,.,.,      0,.,      0,     51,     30,    24.1,    49.6,    36.2,    64.6,    24.1,    48.9,    36.0,    64.0,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,33874A,CME ,00,138 ,   41734,    4386,   11059,     122,   24955,   20969,    2007,    2121,    3282,       3,       0,     275,       0,   33594,   37717,    8140,    4017,    -514,     292,     523,       1,   -1383,     196,     209,     638,   -1347,       0,       0,    -258,       0,    -243,    -676,    -271,     162,  100.0,   10.5,   26.5,    0.3,   59.8,   50.2,    4.8,    5.1,    7.9,    0.0,    0.0,    0.7,    0.0,   80.5,   90.4,   19.5,    9.6,     69,      6,      5,.,     32,     13,     10,      6,      6,.,      0,.,      0,     50,     31,    24.4,    50.4,    36.5,    65.3,    24.3,    49.7,    36.4,    64.7,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,33874A,CME ,00,138 ,   42248,    4094,   10536,     121,   26338,   20773,    1798,    1483,    4629,       3,       0,     533,       0,   33837,   38393,    8411,    3855,    2709,    -752,    2616,     121,    3846,     149,    -200,     448,     880,     -43,       0,    -485,       0,    3420,    3038,    -711,    -329,  100.0,    9.7,   24.9,    0.3,   62.3,   49.2,    4.3,    3.5,   11.0,    0.0,    0.0,    1.3,    0.0,   80.1,   90.9,   19.9,    9.1,     69,      5,      5,.,     33,     13,     10,      5,      7,.,      0,.,      0,     49,     32,    27.3,    49.9,    39.3,    63.8,    27.3,    49.4,    39.1,    63.4,"(S&P 400 INDEX X $100)","33874A","CME ","138 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,43874A,CME ,00,438 ,  211603,   12960,  140693,   22522,   46906,       0,    1668,   85735,   11974,   29225,    9659,    4605,       0,  208675,  210687,    2928,     916,    2294,     280,    -347,     182,    2044,       0,       0,    1231,    3724,   -1109,    -210,       0,       0,    2418,    2450,    -124,    -156,  100.0,    6.1,   66.5,   10.6,   22.2,    0.0,    0.8,   40.5,    5.7,   13.8,    4.6,    2.2,    0.0,   98.6,   99.6,    1.4,    0.4,     73,      6,     18,     14,     10,      0,.,     28,      4,     12,      4,.,      0,     62,     39,    27.8,    48.4,    43.5,    71.8,    23.3,    45.1,    35.5,    62.0,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,43874A,CME ,00,438 ,  209309,   12680,  141040,   22340,   44862,       0,    1668,   84504,    8250,   30334,    9869,    4605,       0,  206257,  208237,    3052,    1072,    5165,    1380,     732,     768,     100,       0,      10,    1251,    1975,    1143,       8,       0,       0,    4660,    4628,     505,     537,  100.0,    6.1,   67.4,   10.7,   21.4,    0.0,    0.8,   40.4,    3.9,   14.5,    4.7,    2.2,    0.0,   98.5,   99.5,    1.5,    0.5,     76,      6,     19,     15,     10,      0,.,     27,      6,     12,      5,.,      0,     65,     40,    28.0,    46.7,    43.5,    70.0,    22.5,    44.3,    34.4,    61.0,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,43874A,CME ,00,438 ,  204144,   11300,  140308,   21572,   44762,       0,    1658,   83253,    6275,   29191,    9861,    4605,       0,  201597,  203609,    2547,     535,    5032,     114,    3594,     868,     -22,       0,      53,    2356,   -1025,    1542,      99,       0,       0,    5010,    5032,      22,       0,  100.0,    5.5,   68.7,   10.6,   21.9,    0.0,    0.8,   40.8,    3.1,   14.3,    4.8,    2.3,    0.0,   98.8,   99.7,    1.2,    0.3,     77,      6,     19,     14,     10,      0,.,     28,      6,     11,      5,.,      0,     65,     39,    28.3,    46.5,    43.6,    70.3,    23.4,    44.6,    35.2,    62.0,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,43874A,CME ,00,438 ,  199112,   11186,  136714,   20704,   44784,       0,    1605,   80897,    7300,   27649,    9762,    4605,       0,  196587,  198577,    2525,     535,    -355,     498,     645,     166,    -601,       0,       0,     504,    -433,    -743,    -269,       0,       0,    -445,    -365,      90,      10,  100.0,    5.6,   68.7,   10.4,   22.5,    0.0,    0.8,   40.6,    3.7,   13.9,    4.9,    2.3,    0.0,   98.7,   99.7,    1.3,    0.3,     77,      7,     18,     14,     10,      0,.,     29,      5,     11,      5,.,      0,     65,     39,    28.4,    46.4,    44.1,    69.7,    24.1,    44.4,    36.1,    61.9,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,43874A,CME ,00,438 ,  199467,   10688,  136069,   20538,   45385,       0,    1605,   80393,    7733,   28392,   10031,    4605,       0,  197032,  198942,    2435,     525,    2877,     455,    2443,    -452,      29,       0,       0,    3313,    1316,    -424,      40,       0,       0,    2961,    2883,     -84,      -6,  100.0,    5.4,   68.2,   10.3,   22.8,    0.0,    0.8,   40.3,    3.9,   14.2,    5.0,    2.3,    0.0,   98.8,   99.7,    1.2,    0.3,     76,      6,     19,     14,     11,      0,.,     27,      4,     12,      5,.,      0,     65,     39,    28.1,    46.2,    43.8,    69.1,    23.6,    44.5,    35.5,    61.5,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,43874A,CME ,00,438 ,  196590,   10233,  133626,   20990,   45356,       0,    1605,   77080,    6417,   28816,    9991,    4605,       0,  194071,  196059,    2519,     531,    3709,      50,    4970,   -1666,    3802,       0,       0,    2701,    1608,   -1209,      -1,       0,       0,    3677,    3703,      32,       6,  100.0,    5.2,   68.0,   10.7,   23.1,    0.0,    0.8,   39.2,    3.3,   14.7,    5.1,    2.3,    0.0,   98.7,   99.7,    1.3,    0.3,     76,      6,     19,     14,     11,      0,.,     28,      4,     12,      5,.,      0,     65,     39,    27.8,    46.2,    43.4,    69.6,    23.3,    44.4,    35.5,    61.7,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,43874A,CME ,00,438 ,  192881,   10183,  128656,   22656,   41554,       0,    1605,   74379,    4809,   30025,    9992,    4605,       0,  190394,  192356,    2487,     525,    1288,     355,    1297,    -287,     -93,       0,     -35,     504,    -132,     445,      27,       0,       0,     916,    1288,     372,       0,  100.0,    5.3,   66.7,   11.7,   21.5,    0.0,    0.8,   38.6,    2.5,   15.6,    5.2,    2.4,    0.0,   98.7,   99.7,    1.3,    0.3,     76,      7,     18,     14,     11,      0,.,     25,      6,     13,      5,.,      0,     65,     40,    26.2,    45.8,    42.0,    69.9,    21.2,    42.7,    33.7,    60.2,"(S&P 500 ANNUAL DIVIDEND INDEX X $250)","43874A","CME ","438 ","F20","FutOnly"
"S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,43874Q,CME ,00,438 ,   55744,     150,   26560,    3340,    8894,       0,       0,   41482,   24118,    1726,     150,       0,       0,   55742,   55744,       2,       0,    -153,    -455,    -787,     444,       0,       0,       0,    -152,     180,      10,       0,       0,       0,    -153,    -153,       0,       0,  100.0,    0.3,   47.6,    6.0,   16.0,    0.0,    0.0,   74.4,   43.3,    3.1,    0.3,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,     20,.,     11,      6,.,      0,      0,.,.,.,.,      0,      0,     14,     14,    94.8,    75.4,    98.7,    95.7,    90.4,    74.7,    90.9,    88.5,"(S&P 500 QUARTERLY DIVIDEND INDEX X $1000)","43874Q","CME ","438 ","F20","FutOnly"
"S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,43874Q,CME ,00,438 ,   55897,     605,   27347,    2896,    8894,       0,       0,   41634,   23938,    1716,     150,       0,       0,   55895,   55897,       2,       0,     450,     150,     378,    -164,     100,       0,       0,     360,     232,       4,       0,       0,       0,     450,     450,       0,       0,  100.0,    1.1,   48.9,    5.2,   15.9,    0.0,    0.0,   74.5,   42.8,    3.1,    0.3,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,     20,.,     10,      6,.,      0,      0,.,.,.,.,      0,      0,     14,     14,    94.8,    76.1,    98.7,    96.3,    90.8,    74.8,    91.7,    89.3,"(S&P 500 QUARTERLY DIVIDEND INDEX X $1000)","43874Q","CME ","438 ","F20","FutOnly"
"S&P 500 QUARTERLY DIVIDEND IND - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,43874Q,CME ,00,438 ,   55447,     455,   26969,    3060,    8794,       0,       0,   41274,   23706,    1712,     150,       0,       0,   55445,   55447,       2,       0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.8,   48.6,    5.5,   15.9,    0.0,    0.0,   74.4,   42.8,    3.1,    0.3,    0.0,    0.0,  100.0,  100.0,    0.0,    0.0,     20,.,     10,      6,.,      0,      0,.,.,.,.,      0,      0,     14,     14,    94.6,    74.9,    99.0,    95.5,    90.4,    73.5,    91.4,    88.5,"(S&P 500 QUARTERLY DIVIDEND INDEX X $1000)","43874Q","CME ","438 ","F20","FutOnly"
"UST BOND - CHICAGO BOARD OF TRADE",240213,2024-02-13,020601,CBT ,00,020 , 1434869,   32685,  182554,    4340,  774887,  314111,  179336,   85960,  478932,   39960,  111479,   83722,     269, 1228916, 1283224,  205953,  151645,    1443,   -4439,   -2112,    -533,  -15067,   16141,    3071,   14810,  -18017,   -4174,    2557,   -2653,      -1,   -3776,   -8278,    5219,    9721,  100.0,    2.3,   12.7,    0.3,   54.0,   21.9,   12.5,    6.0,   33.4,    2.8,    7.8,    5.8,    0.0,   85.6,   89.4,   14.4,   10.6,    208,      8,     23,     11,     67,     33,     52,     16,     42,     22,      7,     12,.,    142,    154,    21.6,    18.9,    35.4,    30.9,    20.2,    15.3,    33.8,    26.0,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","FutOnly"
"UST BOND - CHICAGO BOARD OF TRADE",240206,2024-02-06,020601,CBT ,00,020 , 1433426,   37124,  184666,    4873,  789954,  297970,  176265,   71150,  496949,   44134,  108922,   86375,     270, 1232692, 1291502,  200734,  141924,    6866,    -468,  -12554,    2044,    3957,   15899,    -472,   -6798,    5973,   10971,    3546,  -11147,      28,   12808,   10742,   -5942,   -3876,  100.0,    2.6,   12.9,    0.3,   55.1,   20.8,   12.3,    5.0,   34.7,    3.1,    7.6,    6.0,    0.0,   86.0,   90.1,   14.0,    9.9,    200,     13,     19,     11,     65,     31,     52,     11,     43,     17,      6,     12,.,    137,    146,    22.1,    18.4,    35.9,    30.6,    20.8,    15.0,    34.2,    25.6,"(CONTRACTS OF $100,000 FACE VALUE)","020601","CBT ","020 ","F30","FutOnly"
